Time(Iteration),CLCB,CLCB_Attack
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,2,0
575,0,1
576,1,1
577,0,0
578,0,0
579,0,1
580,0,0
581,1,0
582,0,0
583,1,0
584,0,1
585,0,0
586,0,0
587,1,1
588,0,1
589,0,0
590,1,1
591,0,0
592,0,0
593,0,0
594,0,1
595,0,1
596,0,0
597,0,0
598,1,1
599,1,0
600,0,1
601,0,1
602,0,1
603,0,0
604,1,1
605,0,0
606,0,0
607,1,0
608,0,0
609,0,0
610,0,0
611,1,0
612,0,0
613,0,1
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,1,0
623,1,0
624,1,0
625,1,0
626,2,0
627,1,1
628,0,1
629,1,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,1
636,1,0
637,0,2
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,1
645,0,0
646,0,0
647,0,1
648,1,0
649,0,1
650,0,0
651,1,1
652,0,0
653,0,1
654,0,0
655,1,2
656,0,0
657,0,0
658,0,1
659,0,0
660,0,0
661,0,0
662,0,1
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,1
669,0,0
670,0,0
671,0,0
672,1,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,1,0
679,0,0
680,0,0
681,0,0
682,1,0
683,0,1
684,0,0
685,0,0
686,0,0
687,0,0
688,1,1
689,0,0
690,0,0
691,0,0
692,1,1
693,1,0
694,0,0
695,0,1
696,0,0
697,0,0
698,0,0
699,0,1
700,0,0
701,0,0
702,2,1
703,0,0
704,0,0
705,0,1
706,0,0
707,1,0
708,1,0
709,0,0
710,0,0
711,0,0
712,1,1
713,1,0
714,0,0
715,0,0
716,1,0
717,0,0
718,1,0
719,0,0
720,2,1
721,0,0
722,0,1
723,1,1
724,0,1
725,1,0
726,0,0
727,0,0
728,0,0
729,0,0
730,1,0
731,1,0
732,2,0
733,1,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,1,0
742,0,0
743,1,0
744,0,0
745,0,0
746,0,0
747,1,0
748,1,1
749,0,0
750,1,0
751,0,1
752,0,0
753,2,0
754,2,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,1,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,1
769,0,0
770,1,1
771,0,0
772,0,0
773,0,1
774,0,0
775,0,0
776,0,1
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,1,0
785,1,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,1
796,1,0
797,0,0
798,0,1
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,1,0
814,0,0
815,0,1
816,0,0
817,0,0
818,1,0
819,1,0
820,0,0
821,0,0
822,0,0
823,0,2
824,0,0
825,0,0
826,1,0
827,0,0
828,1,0
829,0,0
830,2,0
831,1,0
832,0,1
833,0,0
834,0,0
835,2,1
836,0,0
837,0,0
838,1,1
839,0,0
840,0,1
841,0,0
842,0,0
843,0,0
844,1,1
845,0,0
846,2,0
847,0,0
848,1,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,1,0
855,0,0
856,0,0
857,2,0
858,0,0
859,0,0
860,1,0
861,0,0
862,0,0
863,0,0
864,2,0
865,1,0
866,0,0
867,0,1
868,0,0
869,0,0
870,0,0
871,0,1
872,0,0
873,0,0
874,0,0
875,0,0
876,1,0
877,1,0
878,1,0
879,0,0
880,0,0
881,1,0
882,0,0
883,1,1
884,0,0
885,0,2
886,0,0
887,0,1
888,0,0
889,0,0
890,1,1
891,0,0
892,1,0
893,1,1
894,0,1
895,0,0
896,0,0
897,0,1
898,0,1
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,1,0
911,0,0
912,0,1
913,0,1
914,0,0
915,2,0
916,0,0
917,0,0
918,0,0
919,0,0
920,2,0
921,0,0
922,0,0
923,0,0
924,1,2
925,0,0
926,0,0
927,0,0
928,1,0
929,1,0
930,0,0
931,1,0
932,1,0
933,1,0
934,1,0
935,1,0
936,1,0
937,0,0
938,0,0
939,1,0
940,0,0
941,0,1
942,0,0
943,1,0
944,0,0
945,0,1
946,1,0
947,0,0
948,0,2
949,0,0
950,1,0
951,0,1
952,0,0
953,1,0
954,0,0
955,1,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,1,0
962,1,0
963,0,0
964,0,1
965,1,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,1,0
972,2,0
973,0,0
974,1,0
975,0,0
976,1,0
977,0,0
978,1,0
979,0,1
980,0,0
981,0,0
982,0,0
983,0,0
984,2,0
985,0,0
986,0,0
987,2,1
988,0,1
989,0,0
990,0,0
991,1,1
992,0,0
993,0,0
994,1,0
995,1,0
996,1,0
997,0,1
998,0,0
999,0,0
1000,1,1
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,1,0
1012,1,0
1013,0,0
1014,2,0
1015,1,1
1016,0,1
1017,0,1
1018,0,0
1019,0,0
1020,0,0
1021,0,1
1022,0,0
1023,1,0
1024,0,0
1025,0,0
1026,1,0
1027,0,0
1028,1,0
1029,0,1
1030,0,0
1031,1,0
1032,0,0
1033,0,1
1034,1,0
1035,0,0
1036,0,0
1037,0,1
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,0,1
1043,0,0
1044,0,0
1045,0,2
1046,0,0
1047,1,0
1048,0,0
1049,0,0
1050,1,0
1051,1,0
1052,1,0
1053,0,1
1054,0,0
1055,1,0
1056,0,0
1057,0,0
1058,0,0
1059,2,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,1
1065,0,0
1066,0,0
1067,0,0
1068,0,1
1069,0,0
1070,1,0
1071,1,0
1072,0,0
1073,0,0
1074,1,0
1075,1,0
1076,0,0
1077,0,0
1078,0,0
1079,0,0
1080,1,0
1081,0,0
1082,1,0
1083,0,1
1084,0,1
1085,0,0
1086,0,0
1087,0,1
1088,0,0
1089,0,0
1090,0,0
1091,0,0
1092,0,0
1093,0,0
1094,0,1
1095,0,0
1096,1,0
1097,0,0
1098,0,0
1099,0,1
1100,0,0
1101,0,0
1102,0,0
1103,1,0
1104,1,0
1105,0,1
1106,1,0
1107,0,0
1108,0,1
1109,0,0
1110,1,0
1111,0,1
1112,1,0
1113,0,0
1114,0,0
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,0,1
1125,1,0
1126,1,0
1127,0,0
1128,0,1
1129,0,0
1130,1,0
1131,0,0
1132,1,0
1133,0,0
1134,0,0
1135,0,1
1136,3,0
1137,0,0
1138,0,0
1139,0,1
1140,0,0
1141,1,0
1142,1,0
1143,0,1
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,1
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,1,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,1
1162,1,0
1163,0,0
1164,2,1
1165,0,0
1166,0,0
1167,1,0
1168,0,1
1169,1,0
1170,0,0
1171,0,0
1172,0,0
1173,1,0
1174,0,0
1175,0,0
1176,0,1
1177,0,0
1178,1,0
1179,0,0
1180,0,0
1181,0,1
1182,0,0
1183,0,0
1184,1,0
1185,0,0
1186,1,0
1187,0,0
1188,0,0
1189,0,1
1190,0,0
1191,0,0
1192,2,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,2,0
1199,0,1
1200,0,1
1201,1,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,2,0
1209,0,0
1210,1,0
1211,0,0
1212,2,0
1213,0,0
1214,0,1
1215,0,1
1216,0,0
1217,0,0
1218,0,0
1219,0,0
1220,1,0
1221,0,0
1222,1,1
1223,0,0
1224,0,0
1225,0,0
1226,1,0
1227,1,0
1228,2,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,1,0
1234,0,0
1235,0,0
1236,0,1
1237,1,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,2,0
1244,0,0
1245,0,0
1246,0,0
1247,1,0
1248,0,0
1249,0,1
1250,2,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,1
1257,0,0
1258,1,0
1259,0,0
1260,0,0
1261,0,0
1262,0,1
1263,0,0
1264,0,0
1265,0,0
1266,1,0
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,0
1272,0,0
1273,0,0
1274,1,0
1275,0,0
1276,0,0
1277,0,0
1278,0,1
1279,0,0
1280,0,0
1281,0,2
1282,1,0
1283,1,0
1284,2,0
1285,1,0
1286,0,0
1287,0,0
1288,0,0
1289,4,0
1290,1,0
1291,0,0
1292,0,1
1293,0,0
1294,0,1
1295,0,1
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,1
1301,0,0
1302,0,0
1303,0,0
1304,0,0
1305,0,0
1306,0,1
1307,0,1
1308,1,1
1309,0,0
1310,0,1
1311,0,0
1312,1,1
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,1,2
1318,1,0
1319,1,0
1320,0,0
1321,1,2
1322,2,0
1323,0,0
1324,0,0
1325,0,2
1326,1,0
1327,0,0
1328,1,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,1,0
1338,0,0
1339,1,1
1340,0,0
1341,0,0
1342,0,0
1343,1,1
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,1
1352,0,0
1353,2,1
1354,0,0
1355,0,0
1356,0,1
1357,0,1
1358,0,0
1359,1,0
1360,0,0
1361,0,0
1362,0,0
1363,1,1
1364,0,1
1365,2,1
1366,0,0
1367,0,0
1368,1,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,1,0
1374,0,0
1375,0,0
1376,0,1
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,1,0
1383,0,0
1384,0,0
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,1,1
1390,1,0
1391,0,0
1392,0,0
1393,0,0
1394,0,1
1395,0,1
1396,0,0
1397,1,1
1398,0,0
1399,0,0
1400,1,1
1401,0,0
1402,1,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,1,0
1412,0,1
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,2,1
1418,1,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,1,2
1425,0,0
1426,1,0
1427,1,0
1428,0,0
1429,1,0
1430,0,0
1431,0,1
1432,1,0
1433,0,2
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,1,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,1,0
1446,1,0
1447,0,0
1448,0,0
1449,0,0
1450,0,1
1451,1,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1456,0,0
1457,1,1
1458,0,1
1459,1,0
1460,0,1
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,1,0
1467,2,0
1468,1,0
1469,0,1
1470,0,0
1471,1,0
1472,0,1
1473,0,0
1474,0,0
1475,0,0
1476,3,0
1477,0,0
1478,0,0
1479,1,1
1480,0,0
1481,1,1
1482,0,0
1483,2,0
1484,0,0
1485,1,0
1486,0,0
1487,0,0
1488,0,0
1489,1,1
1490,0,0
1491,1,0
1492,0,0
1493,1,0
1494,0,0
1495,0,0
1496,0,2
1497,0,1
1498,1,0
1499,0,1
1500,1,0
1501,0,0
1502,0,0
1503,1,0
1504,0,0
1505,0,0
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,0,0
1512,0,0
1513,0,0
1514,0,0
1515,1,1
1516,1,0
1517,0,0
1518,1,0
1519,0,0
1520,0,0
1521,0,0
1522,0,0
1523,0,0
1524,0,0
1525,0,0
1526,0,0
1527,0,1
1528,0,0
1529,0,0
1530,1,0
1531,1,0
1532,1,0
1533,0,1
1534,0,0
1535,0,0
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,1,0
1542,0,0
1543,0,0
1544,0,0
1545,0,0
1546,0,0
1547,0,0
1548,1,0
1549,0,0
1550,1,0
1551,0,0
1552,0,0
1553,0,0
1554,1,0
1555,0,1
1556,0,0
1557,0,0
1558,0,0
1559,0,0
1560,1,0
1561,0,1
1562,0,0
1563,0,1
1564,0,0
1565,1,0
1566,0,0
1567,1,0
1568,0,0
1569,0,0
1570,0,1
1571,0,0
1572,1,0
1573,0,0
1574,1,1
1575,0,0
1576,0,0
1577,0,0
1578,2,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,1,0
1586,0,0
1587,0,0
1588,0,0
1589,0,0
1590,0,1
1591,0,0
1592,1,0
1593,1,0
1594,0,1
1595,0,1
1596,1,0
1597,0,0
1598,0,1
1599,0,1
1600,2,1
1601,0,0
1602,0,0
1603,0,1
1604,0,1
1605,0,1
1606,0,0
1607,1,0
1608,0,0
1609,1,0
1610,0,0
1611,0,0
1612,0,1
1613,1,0
1614,1,0
1615,0,0
1616,1,0
1617,0,0
1618,0,0
1619,0,0
1620,0,1
1621,1,1
1622,0,1
1623,0,0
1624,0,0
1625,1,0
1626,0,0
1627,0,0
1628,1,0
1629,0,0
1630,0,0
1631,0,0
1632,0,0
1633,2,1
1634,0,0
1635,0,0
1636,1,0
1637,0,0
1638,0,0
1639,0,1
1640,1,0
1641,0,1
1642,1,0
1643,0,0
1644,0,0
1645,0,0
1646,0,0
1647,0,0
1648,2,0
1649,1,0
1650,1,0
1651,0,0
1652,1,0
1653,0,1
1654,0,0
1655,1,0
1656,1,0
1657,0,1
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,0,1
1663,1,0
1664,1,0
1665,0,0
1666,0,0
1667,0,0
1668,0,0
1669,0,0
1670,0,1
1671,0,1
1672,0,0
1673,0,0
1674,1,1
1675,1,0
1676,0,0
1677,0,0
1678,1,0
1679,0,0
1680,0,0
1681,0,0
1682,0,1
1683,1,0
1684,0,0
1685,0,0
1686,0,1
1687,0,0
1688,0,0
1689,0,0
1690,1,1
1691,0,0
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,0,1
1697,0,0
1698,0,0
1699,0,0
1700,0,1
1701,0,0
1702,0,0
1703,0,0
1704,1,1
1705,0,1
1706,0,1
1707,0,0
1708,1,0
1709,1,0
1710,0,0
1711,0,0
1712,0,0
1713,1,0
1714,0,0
1715,1,0
1716,1,0
1717,1,0
1718,0,0
1719,0,0
1720,1,0
1721,2,0
1722,0,0
1723,0,1
1724,0,0
1725,0,0
1726,0,0
1727,0,1
1728,1,1
1729,1,0
1730,1,1
1731,1,0
1732,2,0
1733,0,0
1734,0,0
1735,0,0
1736,0,2
1737,0,0
1738,0,0
1739,1,0
1740,1,0
1741,0,0
1742,0,1
1743,0,0
1744,0,0
1745,0,0
1746,0,0
1747,0,0
1748,0,1
1749,0,0
1750,1,1
1751,0,0
1752,1,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,1
1758,1,0
1759,0,0
1760,0,0
1761,0,0
1762,0,0
1763,2,1
1764,1,1
1765,0,0
1766,0,0
1767,0,0
1768,1,0
1769,1,1
1770,2,0
1771,0,2
1772,0,0
1773,0,0
1774,1,0
1775,0,0
1776,1,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,0,1
1782,0,0
1783,0,0
1784,0,1
1785,0,1
1786,0,0
1787,1,0
1788,0,2
1789,0,0
1790,0,0
1791,0,1
1792,0,0
1793,0,1
1794,0,1
1795,0,0
1796,0,0
1797,0,0
1798,0,0
1799,0,0
1800,0,0
1801,0,1
1802,0,0
1803,0,0
1804,0,0
1805,0,0
1806,0,1
1807,1,0
1808,0,0
1809,0,0
1810,0,0
1811,1,0
1812,0,0
1813,0,0
1814,0,0
1815,0,0
1816,1,0
1817,1,0
1818,2,0
1819,0,0
1820,1,0
1821,1,0
1822,0,0
1823,0,0
1824,0,0
1825,0,0
1826,0,0
1827,0,0
1828,0,0
1829,0,1
1830,0,0
1831,1,0
1832,0,0
1833,1,0
1834,0,0
1835,0,0
1836,0,0
1837,0,0
1838,0,0
1839,0,0
1840,0,0
1841,0,0
1842,0,0
1843,0,0
1844,0,0
1845,0,0
1846,0,0
1847,0,0
1848,0,0
1849,0,0
1850,1,2
1851,0,0
1852,0,1
1853,0,1
1854,1,0
1855,0,1
1856,0,0
1857,0,0
1858,0,0
1859,0,0
1860,1,0
1861,0,1
1862,0,0
1863,0,0
1864,0,0
1865,0,0
1866,0,0
1867,0,0
1868,0,0
1869,0,0
1870,0,1
1871,0,0
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,1
1880,1,2
1881,0,0
1882,0,0
1883,0,0
1884,0,2
1885,0,0
1886,0,0
1887,0,0
1888,1,1
1889,0,0
1890,1,1
1891,0,0
1892,0,0
1893,0,1
1894,0,0
1895,0,1
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,1,0
1902,0,0
1903,1,1
1904,0,0
1905,1,0
1906,1,0
1907,0,1
1908,1,0
1909,0,0
1910,1,1
1911,0,0
1912,0,0
1913,0,1
1914,0,2
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,2,0
1922,1,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,1,0
1928,0,0
1929,0,0
1930,1,0
1931,0,0
1932,2,0
1933,0,0
1934,0,0
1935,2,0
1936,0,0
1937,1,1
1938,0,0
1939,0,0
1940,0,1
1941,0,0
1942,0,0
1943,0,0
1944,0,1
1945,1,1
1946,0,0
1947,1,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,1,0
1954,0,1
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,1,0
1962,0,0
1963,0,0
1964,0,0
1965,1,0
1966,1,0
1967,0,0
1968,0,0
1969,0,0
1970,1,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,1,0
1977,1,0
1978,1,1
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,1
1984,1,0
1985,0,0
1986,0,0
1987,1,0
1988,0,0
1989,1,1
1990,0,0
1991,0,1
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,2,0
2000,0,0
2001,0,0
2002,1,0
2003,1,0
2004,0,1
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,1,0
2012,0,0
2013,1,0
2014,0,0
2015,0,0
2016,0,0
2017,4,0
2018,1,0
2019,1,0
2020,1,0
2021,0,1
2022,0,0
2023,0,1
2024,1,0
2025,0,0
2026,1,1
2027,1,0
2028,0,0
2029,0,0
2030,2,0
2031,0,0
2032,0,0
2033,1,0
2034,1,0
2035,0,2
2036,0,0
2037,0,1
2038,1,0
2039,0,0
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,2,1
2045,0,0
2046,2,0
2047,1,0
2048,0,0
2049,1,0
2050,0,0
2051,0,1
2052,1,1
2053,0,0
2054,2,0
2055,0,0
2056,1,0
2057,2,0
2058,0,0
2059,0,1
2060,0,0
2061,0,0
2062,1,0
2063,0,0
2064,0,1
2065,0,0
2066,0,0
2067,0,0
2068,0,0
2069,0,0
2070,1,0
2071,0,0
2072,0,0
2073,0,1
2074,2,0
2075,1,0
2076,1,0
2077,0,1
2078,1,1
2079,3,0
2080,0,0
2081,1,0
2082,1,0
2083,0,0
2084,0,0
2085,0,0
2086,0,0
2087,1,0
2088,0,0
2089,0,0
2090,1,0
2091,0,0
2092,0,0
2093,1,1
2094,0,0
2095,0,0
2096,1,1
2097,0,1
2098,1,0
2099,0,0
2100,0,0
2101,0,0
2102,0,0
2103,0,0
2104,0,1
2105,0,1
2106,0,0
2107,0,0
2108,0,0
2109,0,1
2110,0,0
2111,0,0
2112,0,0
2113,0,0
2114,0,1
2115,0,0
2116,1,0
2117,0,0
2118,0,0
2119,2,0
2120,0,1
2121,0,0
2122,0,0
2123,1,0
2124,0,0
2125,0,0
2126,0,0
2127,0,0
2128,1,0
2129,1,0
2130,0,0
2131,0,0
2132,0,0
2133,0,0
2134,0,1
2135,0,0
